"","RAV188","RAV579","RAV832","RAV1166","RAV220","RAV833","RAV1302","RAV324","RAV1008","RAV1575","RAV868","RAV61","RAV834","RAV517","RAV192"
"TCGA.5M.AAT4",-0.453340784311293,0.268721797509674,0.669809400787791,1.26113733290523,-1.07643623847646,0.353210200099997,-0.0747460355111286,0.915879619949919,-1.07471087080285,-1.02274327824309,0.8207709999849,0.917971608201973,-0.348473235801908,-0.0920721554727939,1.58100048283103
"TCGA.A6.5667.1",-0.67735668694943,1.56439125357538,-2.89580249562403,-1.80434307591015,1.37218075750821,0.513941983057021,1.2512040916713,-0.653901152364115,0.921917267329215,0.727140389549991,-1.07228109517727,-0.710887463068131,0.913310090578999,1.59312841059279,-0.671278110717282
"TCGA.AZ.4313",-0.846026603366022,0.511553586593495,0.641904549777071,1.11956486658466,-1.2610088124494,1.24058182279552,0.158000885043126,1.56473478433548,-1.32601072383713,-1.33939081743553,1.3018538803335,1.29146593270396,1.35667205570107,-1.31691030613018,1.35930310091557
"TCGA.CM.6164",0.375786861860975,-0.345995505518384,0.412166775450467,0.519132607284306,0.154967157450317,-0.270970862133666,0.33821853423314,-0.115989866475188,0.336230226000181,0.288220866399283,0.15400172083773,-0.51185791829232,-1.07280120743677,0.123287595665818,0.577494984246504
"TCGA.G4.6320",-1.25105309138732,1.00639118840798,0.188925660880696,0.534416535535115,-1.0165163742621,1.02198863617342,-0.294316639161103,0.967972561512295,-1.30194079595711,-1.40656131826631,0.619311474471961,1.55104054551853,1.03023682162362,0.171797249129977,0.92283121945766
"TCGA.CM.6675",-0.585683757525444,0.343266510740325,0.189695659067649,0.51114311591776,-1.05759848248519,0.626569321051017,0.556408381887871,1.18721007007604,-0.667796457376214,-0.399866849766199,1.05801414516928,0.669933945823346,0.999525841733741,-0.457463528554479,0.874823470437342
"TCGA.AA.3489",1.04764129961311,-0.304589866012707,-1.67063650153047,-2.16170492159557,2.02263683288432,-0.421081431806413,-0.228861801800056,-1.74736752653476,1.60288544727169,1.26027642044245,-1.80854285883174,-1.31582768391957,0.370095589419456,0.58771791306899,-2.13103443376209
"TCGA.DM.A1D7",-0.707782677559608,0.532804343454848,0.183873338433925,0.725157368452752,-0.483098247466428,0.938149121893649,1.13559882388814,0.92947895439237,-0.567805912462764,-0.534083321865959,1.12960080063131,0.122774845799707,0.0557283449029821,-0.409677388400687,1.35348585418434
"TCGA.RU.A8FL",-1.81511831873926,1.55237903525717,0.722043562879656,1.98296077868814,-2.03179654141021,1.50286491753234,0.219812019743001,1.58656050686164,-2.27159026031712,-2.46728186620566,1.70392447640106,2.25282784380933,0.0881122819306381,0.0431587224987059,1.77661087461195
"TCGA.CM.6166",-0.140946044816062,0.419153846773835,1.04048947434259,0.903341449822808,-0.882701024266575,-0.478302956992312,-0.689411243991235,-0.16299063653415,-0.520709614905291,-1.19366950157736,0.0841026037994106,1.14600411151828,-1.49910119559399,0.757696550861848,0.289708846183898
"TCGA.QG.A5YV",-0.899034065907365,0.666767241009948,0.208287285497181,1.08433368073032,-1.05354527160051,0.999817817963284,0.792865029771085,1.10574883262617,-0.83537531027633,-0.831641385586003,1.12200118284425,0.553658851292578,0.00757078782716933,-0.127290231189867,1.14293931573379
"TCGA.D5.6928",1.94057526891978,-2.31909306074549,0.168231058767513,-1.39911768470823,1.36321446697597,-1.05984426006323,-1.81494359594286,-1.4159879715571,0.986217257774433,1.93104730036908,-0.975685275589048,-1.668606205468,1.13216203828131,-1.82671302770143,-1.75335521622255
"TCGA.CM.5861",-0.418179546961433,0.0662154093475008,0.58532574016768,0.283854269893858,-1.05458314938612,0.313056352215568,-1.17335174305823,0.706446052721654,-0.934247621133567,-1.19631827588857,0.279887349314624,1.74935019244914,1.74000125362393,-0.441688435446255,0.0424179741732146
"TCGA.CM.6676",0.156994550667875,0.17346844168245,0.437686203568292,0.458560679824268,-0.0833629723720959,-0.496120215776529,0.237206340550263,-0.28809219121991,0.165569045831493,-0.122177450764719,0.163367476625377,-0.000598527141970961,-0.969089385107124,0.994782637078302,0.588410940091421
"TCGA.D5.6930",0.667422525388795,-1.00531381216113,0.366257480752267,-0.430925739787747,0.288877999111446,-0.379084256039586,-1.27772576456132,-0.27791562578135,0.114457123795611,0.262954736662772,-0.568655334603959,-0.200504894597565,1.19249434056443,-1.3897129242987,-0.322762351315535
"TCGA.CA.5797",0.023228614057915,0.0882264413049883,0.338569025773426,0.512068462487485,0.00497897536999295,-0.28368279895211,0.914492140837159,0.154369123395523,0.152470052307907,-0.0606702190008832,0.315792969273997,-0.485777358574512,-0.698485379898086,-0.11404725569694,0.253812453063641
"TCGA.D5.6530",-0.399798863887562,-0.261529268053752,0.159493261174529,-0.128131074556133,-0.379075313531262,0.66180083621177,-0.4522041946691,0.690328275207138,-0.702272658831756,-0.166210075482817,0.481747849873054,0.427414812257451,1.7460173648602,-1.25981406185639,0.0651686554313763
"TCGA.DM.A0X9",-0.604370406129449,0.427034956051075,0.356207910148551,0.812426285448176,-0.705878013303914,0.855080437178988,1.26243219453077,0.803654568627158,-0.487510322666176,-0.364161076292388,1.35416052456144,-0.0938361180443429,-0.186848639956016,-0.361936853408649,1.08351154703817
"TCGA.QG.A5Z1",0.128155567727335,0.296746773978115,-0.261014977492595,0.259768799906712,0.138936295243145,-0.478685871671921,0.92861819328893,0.0200713928784404,0.626278440336045,0.367706730548219,0.166047114832921,-0.517569525708682,-1.3934740332209,1.24339775231278,0.789949033244299
"TCGA.D5.6536",0.753325080778175,-0.938610665717456,1.0525820928747,0.202699824011513,-0.145017769742998,-0.747897610163312,-1.31101284358357,-0.540507697176351,0.22973213943682,-0.119257044208501,-0.413691535581319,0.278613197006286,-0.307378257816872,0.0845093682635868,0.209899343348365
"TCGA.G4.6299",1.05106339909714,-1.16631588169882,0.929081185531376,-0.00580775457163898,0.0932112135686705,-0.888636312565532,-1.20976669252746,-0.225556485565697,0.11545147652676,0.568162858047733,-0.108299497348479,-0.171349303372488,0.781539982483927,-1.07111722542889,-0.255182863240248
"TCGA.CK.5915",-1.43162508839907,1.38397132179961,0.12707325521519,1.26024396077029,-1.63083017539073,0.769170450786602,0.709694008085543,1.02955494758118,-1.21912221127675,-1.63342488496439,1.16802823291692,1.45002353210923,-0.273830624751305,0.633017141399576,1.1917054289429
"TCGA.AZ.6598.1",-0.299747964873493,-0.227149152865958,0.813256894101377,0.519438091116557,-0.87753577383906,0.201816548999995,-0.932968710631009,0.471428926932336,-1.00717967179749,-0.809469669346112,0.727360907804887,0.899045274217505,1.70299661647411,-1.26048908188159,-0.0521222964081397
"TCGA.CM.4744",-1.03683354975135,0.468283409121949,0.924460067933038,1.21974996405518,-0.951910734358471,1.5609640947381,1.02270180669763,1.99766438398804,-1.61902505494567,-1.05160302435527,1.40256908881612,0.665077519402926,1.18927985026097,-1.86687070854195,0.71742743469895
"TCGA.F4.6569",1.66912483592649,-1.52390172288804,0.799445268174034,-0.728351074209353,1.20735953891731,-1.93826231396391,-0.415486854404733,-1.19698465265455,1.40692324993853,1.52231277050699,-0.826180174911537,-1.5336442633587,-0.827743077343784,-0.230489902598382,-0.843188973115132
"TCGA.A6.2680",-0.465072646160723,2.08722180002378,-2.22804176089813,-2.13646566287236,2.05212603178964,-0.00582775993675867,4.10673391171799,-1.22738161445312,1.45077472278389,0.903915709828349,-1.30188637567408,-1.26633814728409,0.161198099194777,2.76693973942384,-1.20806235577088
"TCGA.D5.5538",0.663295379617336,-0.976334761701965,0.829991812153201,0.039756383553639,0.225064429353724,-0.474607280531744,-0.658670251806388,-0.198801968127595,0.34386995600982,0.553504786840733,-0.0918221304665529,-0.428356547105714,-0.30142607733811,-0.890509370500847,-0.913415113415668
"TCGA.AZ.6605.1",1.25305016200096,-1.29039383649736,0.154880251619485,-0.691386035556944,1.00496981165687,-1.13712139966502,-0.799351348896614,-1.01060452299385,1.08758815446704,1.22889280248059,-1.00700371745343,-1.11014889794218,-0.738531733352436,-0.342165794581303,-1.00975460350092
"TCGA.CM.6677",0.071589150175243,-0.347717471809174,0.656640134387773,0.435141196772508,-0.391786685402928,-0.529385898552308,-1.38073988394935,-0.0917051906692241,-0.672893195662773,-0.580091596117652,-0.263135159414305,0.708408855265649,-0.20400322057735,-0.641028112904083,-0.499234282581352
